Region,Region name,Year,Symbol,Value,Label,Unit
AT,Austria,1970,F,112.98630351778635,Synthetic fertilizer to cropland,Gg N
AT,Austria,1970,H,123.31541325164977,Cropland harvest,Gg N
AT,Austria,1970,M,63.560664354391484,Manure to cropland,Gg N
AT,Austria,1971,A,1.6642985774604464,Cropland in use,Mha
AT,Austria,1971,B,37.746374436477744,Symbiotic fixation in cropland,Gg N
AT,Austria,1971,D,28.510104828291606,Atmospheric deposition to cropland,Gg N
AT,Austria,1971,F,125.81996583559558,Synthetic fertilizer to cropland,Gg N
AT,Austria,1971,H,131.29922171628073,Cropland harvest,Gg N
AT,Austria,1971,M,65.92442309610583,Manure to cropland,Gg N
AT,Austria,1972,A,1.6478257127139666,Cropland in use,Mha
AT,Austria,1972,B,37.56336706001988,Symbiotic fixation in cropland,Gg N
AT,Austria,1972,D,28.040691190900322,Atmospheric deposition to cropland,Gg N
AT,Austria,1972,F,122.19914233271696,Synthetic fertilizer to cropland,Gg N
AT,Austria,1972,H,126.71641357375226,Cropland harvest,Gg N
AT,Austria,1972,M,66.22441145133796,Manure to cropland,Gg N
AT,Austria,1973,A,1.6065908986823267,Cropland in use,Mha
AT,Austria,1973,B,30.064078785804362,Symbiotic fixation in cropland,Gg N
AT,Austria,1973,D,27.156465633714323,Atmospheric deposition to cropland,Gg N
AT,Austria,1973,F,119.0321545293185,Synthetic fertilizer to cropland,Gg N
AT,Austria,1973,H,125.59266196037531,Cropland harvest,Gg N
AT,Austria,1973,M,66.16407132548117,Manure to cropland,Gg N
AT,Austria,1974,A,1.605441181011272,Cropland in use,Mha
AT,Austria,1974,B,29.935337743302593,Symbiotic fixation in cropland,Gg N
AT,Austria,1974,D,26.954620708275698,Atmospheric deposition to cropland,Gg N
AT,Austria,1974,F,113.27089697367016,Synthetic fertilizer to cropland,Gg N
AT,Austria,1974,H,129.75960008303758,Cropland harvest,Gg N
AT,Austria,1974,M,68.00900106304131,Manure to cropland,Gg N
AT,Austria,1975,A,1.5821147550485548,Cropland in use,Mha
AT,Austria,1975,B,27.702156058283872,Symbiotic fixation in cropland,Gg N
AT,Austria,1975,D,26.383220003635856,Atmospheric deposition to cropland,Gg N
AT,Austria,1975,F,109.42592630509584,Synthetic fertilizer to cropland,Gg N
AT,Austria,1975,H,123.30916427800196,Cropland harvest,Gg N
AT,Austria,1975,M,67.7813147412658,Manure to cropland,Gg N
AT,Austria,1976,A,1.595313397095738,Cropland in use,Mha
AT,Austria,1976,B,24.570796875163424,Symbiotic fixation in cropland,Gg N
AT,Austria,1976,D,26.422059156484416,Atmospheric deposition to cropland,Gg N
AT,Austria,1976,F,129.30127266999347,Synthetic fertilizer to cropland,Gg N
AT,Austria,1976,H,131.84076793307855,Cropland harvest,Gg N
AT,Austria,1976,M,67.84567603064772,Manure to cropland,Gg N
AT,Austria,1977,A,1.5728391614885184,Cropland in use,Mha
AT,Austria,1977,B,24.935252077589542,Symbiotic fixation in cropland,Gg N
AT,Austria,1977,D,25.871127319558557,Atmospheric deposition to cropland,Gg N
AT,Austria,1977,F,128.43084558900293,Synthetic fertilizer to cropland,Gg N
AT,Austria,1977,H,128.97312545705867,Cropland harvest,Gg N
AT,Austria,1977,M,69.58366207944404,Manure to cropland,Gg N
AT,Austria,1978,A,1.6127152501472062,Cropland in use,Mha
AT,Austria,1978,B,24.34927998788526,Symbiotic fixation in cropland,Gg N
AT,Austria,1978,D,26.343798761354375,Atmospheric deposition to cropland,Gg N
AT,Austria,1978,F,137.82313272407006,Synthetic fertilizer to cropland,Gg N
AT,Austria,1978,H,137.2342066345517,Cropland harvest,Gg N
AT,Austria,1978,M,71.2560894443383,Manure to cropland,Gg N
AT,Austria,1979,A,1.6067908530056951,Cropland in use,Mha
AT,Austria,1979,B,20.225148145442123,Symbiotic fixation in cropland,Gg N
AT,Austria,1979,D,26.064458956190695,Atmospheric deposition to cropland,Gg N
AT,Austria,1979,F,142.16041772033464,Synthetic fertilizer to cropland,Gg N
AT,Austria,1979,H,121.01515129862679,Cropland harvest,Gg N
AT,Austria,1979,M,73.30529704457085,Manure to cropland,Gg N
AT,Austria,1980,A,1.6287148626633563,Cropland in use,Mha
AT,Austria,1980,B,21.66791125883757,Symbiotic fixation in cropland,Gg N
AT,Austria,1980,D,26.2350425002406,Atmospheric deposition to cropland,Gg N
AT,Austria,1980,F,145.01241867451816,Synthetic fertilizer to cropland,Gg N
AT,Austria,1980,H,138.94124776830898,Cropland harvest,Gg N
AT,Austria,1980,M,74.40908706972147,Manure to cropland,Gg N
AT,Austria,1981,A,1.5887439994674488,Cropland in use,Mha
AT,Austria,1981,B,21.307748325037213,Symbiotic fixation in cropland,Gg N
AT,Austria,1981,D,25.410685177322755,Atmospheric deposition to cropland,Gg N
AT,Austria,1981,F,146.2955447791444,Synthetic fertilizer to cropland,Gg N
AT,Austria,1981,H,131.7719435415214,Cropland harvest,Gg N
AT,Austria,1981,M,75.4826467320278,Manure to cropland,Gg N
AT,Austria,1982,A,1.6340000000000001,Cropland in use,Mha
AT,Austria,1982,B,21.41859401968149,Symbiotic fixation in cropland,Gg N
AT,Austria,1982,D,25.94886263826,Atmospheric deposition to cropland,Gg N
AT,Austria,1982,F,135.9502148482394,Synthetic fertilizer to cropland,Gg N
AT,Austria,1982,H,146.60609520569366,Cropland harvest,Gg N
AT,Austria,1982,M,77.6143628123728,Manure to cropland,Gg N
AT,Austria,1983,A,1.516,Cropland in use,Mha
AT,Austria,1983,B,18.467283843396373,Symbiotic fixation in cropland,Gg N
AT,Austria,1983,D,23.90270585692,Atmospheric deposition to cropland,Gg N
AT,Austria,1983,F,139.03198079875008,Synthetic fertilizer to cropland,Gg N
AT,Austria,1983,H,137.89049900552465,Cropland harvest,Gg N
AT,Austria,1983,M,77.61991858363062,Manure to cropland,Gg N
AT,Austria,1984,A,1.5219999999999998,Cropland in use,Mha
AT,Austria,1984,B,18.83015609195247,Symbiotic fixation in cropland,Gg N
AT,Austria,1984,D,23.82437714848,Atmospheric deposition to cropland,Gg N
AT,Austria,1984,F,145.29734211303713,Synthetic fertilizer to cropland,Gg N
AT,Austria,1984,H,145.5449362816439,Cropland harvest,Gg N
AT,Austria,1984,M,79.96464595910912,Manure to cropland,Gg N
AT,Austria,1985,A,1.525,Cropland in use,Mha
AT,Austria,1985,B,19.610354053158854,Symbiotic fixation in cropland,Gg N
AT,Austria,1985,D,23.698065847749998,Atmospheric deposition to cropland,Gg N
AT,Austria,1985,F,148.830967958432,Synthetic fertilizer to cropland,Gg N
AT,Austria,1985,H,149.07551196822402,Cropland harvest,Gg N
AT,Austria,1985,M,79.2585464888224,Manure to cropland,Gg N
AT,Austria,1986,A,1.5130000000000001,Cropland in use,Mha
AT,Austria,1986,B,19.132216706372574,Symbiotic fixation in cropland,Gg N
AT,Austria,1986,D,23.33968141727,Atmospheric deposition to cropland,Gg N
AT,Austria,1986,F,124.36958910344538,Synthetic fertilizer to cropland,Gg N
AT,Austria,1986,H,138.06305174056328,Cropland harvest,Gg N
AT,Austria,1986,M,78.32844233098828,Manure to cropland,Gg N
AT,Austria,1987,A,1.5130000000000001,Cropland in use,Mha
AT,Austria,1987,B,22.488350311438705,Symbiotic fixation in cropland,Gg N
AT,Austria,1987,D,23.16777355538,Atmospheric deposition to cropland,Gg N
AT,Austria,1987,F,131.56911894817478,Synthetic fertilizer to cropland,Gg N
AT,Austria,1987,H,141.74879387959396,Cropland harvest,Gg N
AT,Austria,1987,M,78.14830506648094,Manure to cropland,Gg N
AT,Austria,1988,A,1.5119629428448775,Cropland in use,Mha
AT,Austria,1988,B,24.53911229601146,Symbiotic fixation in cropland,Gg N
AT,Austria,1988,D,22.980103613479642,Atmospheric deposition to cropland,Gg N
AT,Austria,1988,F,127.04393161000836,Synthetic fertilizer to cropland,Gg N
AT,Austria,1988,H,152.46204545049468,Cropland harvest,Gg N
AT,Austria,1988,M,77.53371562264797,Manure to cropland,Gg N
AT,Austria,1989,A,1.500974948409932,Cropland in use,Mha
AT,Austria,1989,B,24.087208115251205,Symbiotic fixation in cropland,Gg N
AT,Austria,1989,D,22.642557139131544,Atmospheric deposition to cropland,Gg N
AT,Austria,1989,F,118.83847754327532,Synthetic fertilizer to cropland,Gg N
AT,Austria,1989,H,146.44960169549486,Cropland harvest,Gg N
AT,Austria,1989,M,77.47932084527739,Manure to cropland,Gg N
AT,Austria,1990,A,1.4687238579091328,Cropland in use,Mha
AT,Austria,1990,B,23.87677627939885,Symbiotic fixation in cropland,Gg N
AT,Austria,1990,D,21.989164734490892,Atmospheric deposition to cropland,Gg N
AT,Austria,1990,F,121.26326655103365,Synthetic fertilizer to cropland,Gg N
AT,Austria,1990,H,146.99879482190008,Cropland harvest,Gg N
AT,Austria,1990,M,76.44638498352262,Manure to cropland,Gg N
AT,Austria,1991,A,1.5013920067725408,Cropland in use,Mha
AT,Austria,1991,B,26.93129724559559,Symbiotic fixation in cropland,Gg N
AT,Austria,1991,D,22.30767065069916,Atmospheric deposition to cropland,Gg N
AT,Austria,1991,F,118.8784692261681,Synthetic fertilizer to cropland,Gg N
AT,Austria,1991,H,148.5708687934497,Cropland harvest,Gg N
AT,Austria,1991,M,77.19793426002938,Manure to cropland,Gg N
AT,Austria,1992,A,1.4649689580718437,Cropland in use,Mha
AT,Austria,1992,B,30.27475127822442,Symbiotic fixation in cropland,Gg N
AT,Austria,1992,D,21.60004672957546,Atmospheric deposition to cropland,Gg N
AT,Austria,1992,F,111.44256067891115,Synthetic fertilizer to cropland,Gg N
AT,Austria,1992,H,138.1361479543193,Cropland harvest,Gg N
AT,Austria,1992,M,77.27383439071629,Manure to cropland,Gg N
AT,Austria,1993,A,1.4494852225903467,Cropland in use,Mha
AT,Austria,1993,B,31.45858732201649,Symbiotic fixation in cropland,Gg N
AT,Austria,1993,D,21.20705751484746,Atmospheric deposition to cropland,Gg N
AT,Austria,1993,F,111.3674676169816,Synthetic fertilizer to cropland,Gg N
AT,Austria,1993,H,135.0951738813091,Cropland harvest,Gg N
AT,Austria,1993,M,74.26786217492108,Manure to cropland,Gg N
AT,Austria,1994,A,1.44216112919218,Cropland in use,Mha
AT,Austria,1994,B,32.27856515599096,Symbiotic fixation in cropland,Gg N
AT,Austria,1994,D,20.936041415461517,Atmospheric deposition to cropland,Gg N
AT,Austria,1994,F,111.35467263507287,Synthetic fertilizer to cropland,Gg N
AT,Austria,1994,H,140.6595197258062,Cropland harvest,Gg N
AT,Austria,1994,M,73.9368136652382,Manure to cropland,Gg N
AT,Austria,1995,A,1.3881766767855683,Cropland in use,Mha
AT,Austria,1995,B,24.006426393129466,Symbiotic fixation in cropland,Gg N
AT,Austria,1995,D,19.99461670137477,Atmospheric deposition to cropland,Gg N
AT,Austria,1995,F,111.85664915085695,Synthetic fertilizer to cropland,Gg N
AT,Austria,1995,H,136.41142313743276,Cropland harvest,Gg N
AT,Austria,1995,M,77.44166736730888,Manure to cropland,Gg N
AT,Austria,1996,A,1.3905374327845128,Cropland in use,Mha
AT,Austria,1996,B,25.883443724023923,Symbiotic fixation in cropland,Gg N
AT,Austria,1996,D,19.870626287915112,Atmospheric deposition to cropland,Gg N
AT,Austria,1996,F,119.05183250501949,Synthetic fertilizer to cropland,Gg N
AT,Austria,1996,H,132.6303072604217,Cropland harvest,Gg N
AT,Austria,1996,M,76.20993480756562,Manure to cropland,Gg N
AT,Austria,1997,A,1.4214552772652596,Cropland in use,Mha
AT,Austria,1997,B,30.255878063379356,Symbiotic fixation in cropland,Gg N
AT,Austria,1997,D,20.15093236776735,Atmospheric deposition to cropland,Gg N
AT,Austria,1997,F,113.95437555748705,Synthetic fertilizer to cropland,Gg N
AT,Austria,1997,H,145.80780885320536,Cropland harvest,Gg N
AT,Austria,1997,M,74.88069070088063,Manure to cropland,Gg N
AT,Austria,1998,A,1.4267375971169332,Cropland in use,Mha
AT,Austria,1998,B,32.368859653353596,Symbiotic fixation in cropland,Gg N
AT,Austria,1998,D,20.06370927292054,Atmospheric deposition to cropland,Gg N
AT,Austria,1998,F,114.90881255080404,Synthetic fertilizer to cropland,Gg N
AT,Austria,1998,H,144.57403893724782,Cropland harvest,Gg N
AT,Austria,1998,M,76.16176396869949,Manure to cropland,Gg N
AT,Austria,1999,A,1.3950344122470157,Cropland in use,Mha
AT,Austria,1999,B,30.54613583048974,Symbiotic fixation in cropland,Gg N
AT,Austria,1999,D,19.459373993695106,Atmospheric deposition to cropland,Gg N
AT,Austria,1999,F,109.2815572635415,Synthetic fertilizer to cropland,Gg N
AT,Austria,1999,H,145.75014516225332,Cropland harvest,Gg N
AT,Austria,1999,M,78.44982318545327,Manure to cropland,Gg N
AT,Austria,2000,A,1.3870404478861589,Cropland in use,Mha
AT,Austria,2000,B,27.693452705958876,Symbiotic fixation in cropland,Gg N
AT,Austria,2000,D,19.19026969065388,Atmospheric deposition to cropland,Gg N
AT,Austria,2000,F,105.72478065896814,Synthetic fertilizer to cropland,Gg N
AT,Austria,2000,H,133.60443313112782,Cropland harvest,Gg N
AT,Austria,2000,M,77.88174283032836,Manure to cropland,Gg N
AT,Austria,2001,A,1.3813554525798941,Cropland in use,Mha
AT,Austria,2001,B,28.165681525885798,Symbiotic fixation in cropland,Gg N
AT,Austria,2001,D,18.95466512582725,Atmospheric deposition to cropland,Gg N
AT,Austria,2001,F,107.5631460183787,Synthetic fertilizer to cropland,Gg N
AT,Austria,2001,H,142.97223267597658,Cropland harvest,Gg N
AT,Austria,2001,M,77.05946499738835,Manure to cropland,Gg N
AT,Austria,2002,A,1.3922831929765025,Cropland in use,Mha
AT,Austria,2002,B,28.646439628161588,Symbiotic fixation in cropland,Gg N
AT,Austria,2002,D,18.946421310256227,Atmospheric deposition to cropland,Gg N
AT,Austria,2002,F,105.0476749170806,Synthetic fertilizer to cropland,Gg N
AT,Austria,2002,H,142.41303384820344,Cropland harvest,Gg N
AT,Austria,2002,M,77.59840642905621,Manure to cropland,Gg N
AT,Austria,2003,A,1.3803893719535885,Cropland in use,Mha
AT,Austria,2003,B,29.973131068407298,Symbiotic fixation in cropland,Gg N
AT,Austria,2003,D,18.627727643072618,Atmospheric deposition to cropland,Gg N
AT,Austria,2003,F,90.67989116756786,Synthetic fertilizer to cropland,Gg N
AT,Austria,2003,H,132.34736681814246,Cropland harvest,Gg N
AT,Austria,2003,M,77.37889746814011,Manure to cropland,Gg N
AT,Austria,2004,A,1.3871269518223759,Cropland in use,Mha
AT,Austria,2004,B,32.78370166388396,Symbiotic fixation in cropland,Gg N
AT,Austria,2004,D,18.561042123951914,Atmospheric deposition to cropland,Gg N
AT,Austria,2004,F,89.00477843900501,Synthetic fertilizer to cropland,Gg N
AT,Austria,2004,H,157.37705153755527,Cropland harvest,Gg N
AT,Austria,2004,M,77.13528916109227,Manure to cropland,Gg N
AT,Austria,2005,A,1.3871608547862992,Cropland in use,Mha
AT,Austria,2005,B,34.18633557651216,Symbiotic fixation in cropland,Gg N
AT,Austria,2005,D,18.403885839335153,Atmospheric deposition to cropland,Gg N
AT,Austria,2005,F,87.2812739554726,Synthetic fertilizer to cropland,Gg N
AT,Austria,2005,H,150.9850919759927,Cropland harvest,Gg N
AT,Austria,2005,M,77.85128837520735,Manure to cropland,Gg N
AT,Austria,2006,A,1.3848387222155984,Cropland in use,Mha
AT,Austria,2006,B,36.502151684118495,Symbiotic fixation in cropland,Gg N
AT,Austria,2006,D,18.215731289197443,Atmospheric deposition to cropland,Gg N
AT,Austria,2006,F,92.74374433031404,Synthetic fertilizer to cropland,Gg N
AT,Austria,2006,H,145.34302263999578,Cropland harvest,Gg N
AT,Austria,2006,M,78.79057720827686,Manure to cropland,Gg N
AT,Austria,2007,A,1.4063383658537159,Cropland in use,Mha
AT,Austria,2007,B,34.29165937526718,Symbiotic fixation in cropland,Gg N
AT,Austria,2007,D,18.33874190261313,Atmospheric deposition to cropland,Gg N
AT,Austria,2007,F,100.18396395764219,Synthetic fertilizer to cropland,Gg N
AT,Austria,2007,H,147.7765571838547,Cropland harvest,Gg N
AT,Austria,2007,M,77.98637922836245,Manure to cropland,Gg N
AT,Austria,2008,A,1.4226269306749666,Cropland in use,Mha
AT,Austria,2008,B,32.569544317168834,Symbiotic fixation in cropland,Gg N
AT,Austria,2008,D,18.38950621416029,Atmospheric deposition to cropland,Gg N
AT,Austria,2008,F,78.6759533794692,Synthetic fertilizer to cropland,Gg N
AT,Austria,2008,H,165.84986731794305,Cropland harvest,Gg N
AT,Austria,2008,M,79.07303272368024,Manure to cropland,Gg N
AT,Austria,2009,A,1.420836305502723,Cropland in use,Mha
AT,Austria,2009,B,33.73189338626693,Symbiotic fixation in cropland,Gg N
AT,Austria,2009,D,18.20492362550434,Atmospheric deposition to cropland,Gg N
AT,Austria,2009,F,82.35220555905731,Synthetic fertilizer to cropland,Gg N
AT,Austria,2009,H,156.40794774728408,Cropland harvest,Gg N
AT,Austria,2009,M,78.31841480650294,Manure to cropland,Gg N
AT,Austria,2010,A,1.3848640635134886,Cropland in use,Mha
AT,Austria,2010,B,36.95424848891823,Symbiotic fixation in cropland,Gg N
AT,Austria,2010,D,17.744017667853946,Atmospheric deposition to cropland,Gg N
AT,Austria,2010,F,105.7112659644229,Synthetic fertilizer to cropland,Gg N
AT,Austria,2010,H,153.8359042890057,Cropland harvest,Gg N
AT,Austria,2010,M,79.89949223013798,Manure to cropland,Gg N
AT,Austria,2011,A,1.377427899236471,Cropland in use,Mha
AT,Austria,2011,B,37.95833711231525,Symbiotic fixation in cropland,Gg N
AT,Austria,2011,D,17.64873941362753,Atmospheric deposition to cropland,Gg N
AT,Austria,2011,F,88.61101518465055,Synthetic fertilizer to cropland,Gg N
AT,Austria,2011,H,171.60791314345735,Cropland harvest,Gg N
AT,Austria,2011,M,80.28236827895866,Manure to cropland,Gg N
AT,Austria,2012,A,1.3712723025682958,Cropland in use,Mha
AT,Austria,2012,B,36.42916204479174,Symbiotic fixation in cropland,Gg N
AT,Austria,2012,D,17.56986884509016,Atmospheric deposition to cropland,Gg N
AT,Austria,2012,F,95.92525359726031,Synthetic fertilizer to cropland,Gg N
AT,Austria,2012,H,152.0659239593275,Cropland harvest,Gg N
AT,Austria,2012,M,79.77658193247576,Manure to cropland,Gg N
AT,Austria,2013,A,1.369608643641151,Cropland in use,Mha
AT,Austria,2013,B,34.71160851831471,Symbiotic fixation in cropland,Gg N
AT,Austria,2013,D,17.54855267827329,Atmospheric deposition to cropland,Gg N
AT,Austria,2013,F,98.35477218342402,Synthetic fertilizer to cropland,Gg N
AT,Austria,2013,H,155.33635569793324,Cropland harvest,Gg N
AT,Austria,2013,M,80.49864907622754,Manure to cropland,Gg N
AT,Austria,2014,A,1.3755347764712882,Cropland in use,Mha
AT,Austria,2014,B,37.632510498292284,Symbiotic fixation in cropland,Gg N
AT,Austria,2014,D,17.6244831673447,Atmospheric deposition to cropland,Gg N
AT,Austria,2014,F,104.8815641530945,Synthetic fertilizer to cropland,Gg N
AT,Austria,2014,H,174.1455312677732,Cropland harvest,Gg N
AT,Austria,2014,M,80.74940827432009,Manure to cropland,Gg N
AT,Austria,2015,A,1.3524820036149876,Cropland in use,Mha
AT,Austria,2015,B,38.40636923490742,Symbiotic fixation in cropland,Gg N
AT,Austria,2015,D,17.329112076685135,Atmospheric deposition to cropland,Gg N
AT,Austria,2015,F,108.89971174807259,Synthetic fertilizer to cropland,Gg N
AT,Austria,2015,H,156.10062697107765,Cropland harvest,Gg N
AT,Austria,2015,M,80.60453849738512,Manure to cropland,Gg N
AT,Austria,2016,A,1.337251257130346,Cropland in use,Mha
AT,Austria,2016,B,38.57039944573306,Symbiotic fixation in cropland,Gg N
AT,Austria,2016,D,17.133963222845694,Atmospheric deposition to cropland,Gg N
AT,Austria,2016,F,106.82498286682814,Synthetic fertilizer to cropland,Gg N
AT,Austria,2016,H,172.09540419301277,Cropland harvest,Gg N
AT,Austria,2016,M,81.30370651753455,Manure to cropland,Gg N
AT,Austria,2017,A,1.3310144536124022,Cropland in use,Mha
AT,Austria,2017,B,40.31835148769078,Symbiotic fixation in cropland,Gg N
AT,Austria,2017,D,17.05405216534265,Atmospheric deposition to cropland,Gg N
AT,Austria,2017,F,102.02285047957923,Synthetic fertilizer to cropland,Gg N
AT,Austria,2017,H,155.24652737323512,Cropland harvest,Gg N
AT,Austria,2017,M,81.9260323407617,Manure to cropland,Gg N
AT,Austria,2018,A,1.3225632866397634,Cropland in use,Mha
AT,Austria,2018,B,39.72259179138246,Symbiotic fixation in cropland,Gg N
AT,Austria,2018,D,16.945768861567668,Atmospheric deposition to cropland,Gg N
AT,Austria,2018,F,93.54155555704142,Synthetic fertilizer to cropland,Gg N
AT,Austria,2018,H,152.82625550048618,Cropland harvest,Gg N
AT,Austria,2018,M,82.22947685728194,Manure to cropland,Gg N
AT,Austria,2019,A,1.3224943619683,Cropland in use,Mha
AT,Austria,2019,B,42.7020765212484,Symbiotic fixation in cropland,Gg N
AT,Austria,2019,D,16.94488574197462,Atmospheric deposition to cropland,Gg N
AT,Austria,2019,F,95.0434543405675,Synthetic fertilizer to cropland,Gg N
AT,Austria,2019,H,166.38886314683467,Cropland harvest,Gg N
AT,Austria,2019,M,81.45961354893842,Manure to cropland,Gg N
BE,Belgium,2000,A,0.8811646449728596,Cropland in use,Mha
BE,Belgium,2000,B,8.31488327551233,Symbiotic fixation in cropland,Gg N
BE,Belgium,2000,D,19.239955249411146,Atmospheric deposition to cropland,Gg N
BE,Belgium,2000,F,97.43259054809486,Synthetic fertilizer to cropland,Gg N
BE,Belgium,2000,H,124.14414349111792,Cropland harvest,Gg N
BE,Belgium,2000,M,198.53568911771885,Manure to cropland,Gg N
BE,Belgium,2001,A,0.8656551327977761,Cropland in use,Mha
BE,Belgium,2001,B,7.600831502419254,Symbiotic fixation in cropland,Gg N
BE,Belgium,2001,D,18.732532050058534,Atmospheric deposition to cropland,Gg N
BE,Belgium,2001,F,88.12752616761526,Synthetic fertilizer to cropland,Gg N
BE,Belgium,2001,H,118.78777044625261,Cropland harvest,Gg N
BE,Belgium,2001,M,191.61244198992375,Manure to cropland,Gg N
BE,Belgium,2002,A,0.8525864791154589,Cropland in use,Mha
BE,Belgium,2002,B,6.215231421139384,Symbiotic fixation in cropland,Gg N
BE,Belgium,2002,D,18.283500257466972,Atmospheric deposition to cropland,Gg N
BE,Belgium,2002,F,89.8397856433226,Synthetic fertilizer to cropland,Gg N
BE,Belgium,2002,H,121.46130432463576,Cropland harvest,Gg N
BE,Belgium,2002,M,181.31057899095092,Manure to cropland,Gg N
BE,Belgium,2003,A,0.8487625618647778,Cropland in use,Mha
BE,Belgium,2003,B,6.4149928114902375,Symbiotic fixation in cropland,Gg N
BE,Belgium,2003,D,18.036013052156456,Atmospheric deposition to cropland,Gg N
BE,Belgium,2003,F,84.49970259279424,Synthetic fertilizer to cropland,Gg N
BE,Belgium,2003,H,119.68769906709724,Cropland harvest,Gg N
BE,Belgium,2003,M,171.78639125937778,Manure to cropland,Gg N
BE,Belgium,2004,A,0.8613,Cropland in use,Mha
BE,Belgium,2004,B,6.555923109358785,Symbiotic fixation in cropland,Gg N
BE,Belgium,2004,D,18.134502073676998,Atmospheric deposition to cropland,Gg N
BE,Belgium,2004,F,86.86243843078967,Synthetic fertilizer to cropland,Gg N
BE,Belgium,2004,H,127.94074927358199,Cropland harvest,Gg N
BE,Belgium,2004,M,172.42199353426918,Manure to cropland,Gg N
BE,Belgium,2005,A,0.8640000000000001,Cropland in use,Mha
BE,Belgium,2005,B,7.267096622034634,Symbiotic fixation in cropland,Gg N
BE,Belgium,2005,D,18.02289491712,Atmospheric deposition to cropland,Gg N
